Ensembl_Human	log2FoldChange	orig_padj_BH	orig_padj_bonf	re.estimated_pvalue	re.estimated_padj
ENSG00000068305	-0.100876045	0.683940726	1	0.76158281	0.995548754
ENSG00000123892	-0.896829888	0.003508614	1	0.09366056	0.511246649
ENSG00000109861	0.175211481	0.441101449	1	0.59607288	0.976511034
ENSG00000086991	0.455739437	0.27851667	1	0.476971119	0.945742729
ENSG00000012124	-2.155148913	NA	NA	0.480706901	0.946804015
ENSG00000011600	-3.809635468	1.81e-05	0.028439156	0.017758421	0.213972838
ENSG00000105738	0.092164859	0.44188293	1	0.596542508	0.976511034
ENSG00000011332	0.4098449	0.408074169	1	0.572935313	0.972525618
ENSG00000167645	-0.196576063	0.179092924	1	0.393384962	0.901241839
ENSG00000171777	-2.122989484	0.228403651	NA	0.43658488	0.926308831
ENSG00000130244	0.371851309	0.002354797	1	0.082090371	0.47976064
ENSG00000099341	0.520322219	9.76e-08	8.62e-05	0.003828521	0.082152215
ENSG00000196218	-1.421042321	0.063950062	1	0.259658612	0.795686618
ENSG00000104825	0.258267278	0.033163263	1	0.203324628	0.725267439
ENSG00000269190	-0.289549689	0.147162139	1	0.361945563	0.882838143
ENSG00000128011	0.237969256	0.469874141	1	0.615884738	0.979738815
ENSG00000130669	0.534270276	5.81e-08	4.81e-05	0.003287006	0.075231221
ENSG00000013275	-0.012396176	0.962324493	1	0.966845359	0.99957234
ENSG00000140545	0.334728666	0.192975957	1	0.405734457	0.910679647
ENSG00000140511	-1.181780402	0.000300592	0.70989916	0.042459119	0.340750922
ENSG00000157766	-1.056893016	0.548334508	NA	0.669205967	0.988959025
ENSG00000181026	-0.345832367	0.035397635	1	0.208329131	0.731259497
ENSG00000140543	0.147999885	0.213706413	1	0.424288012	0.918943726
ENSG00000181991	-0.247060997	0.198441238	1	0.410695976	0.912891363
ENSG00000259494	0.113359135	0.610579041	1	0.712102705	0.991885774
ENSG00000137500	0.055862848	0.709990181	1	0.778905747	0.995548754
ENSG00000171204	-0.012265634	0.964116429	1	0.968595527	0.99957234
ENSG00000171202	-0.326774522	0.003705629	1	0.095439769	0.514854525
ENSG00000137501	-2.153279981	5.84e-11	2.56e-08	0.000466649	0.020169707
ENSG00000150676	0.566615576	0.717887762	NA	0.78450701	0.995548754
ENSG00000074266	0.295642304	0.010358696	1	0.135566077	0.599958685
ENSG00000151376	-0.29001463	0.514162627	1	0.64597437	0.986379164
ENSG00000086666	0.33451752	0.004022018	1	0.098140047	0.520463764
ENSG00000103876	0.316680452	0.257458357	1	0.460234177	0.938662799
ENSG00000140600	-0.16485974	0.736487472	1	0.798582259	0.995548754
ENSG00000165490	-0.853695669	8.9e-06	0.01269984	0.014313292	0.190057181
ENSG00000137502	-0.293451269	0.321222857	1	0.509723448	0.956713628
ENSG00000151366	0.061344361	0.735397252	1	0.797716085	0.995548754
ENSG00000259112	0.061344361	0.735397252	1	0.797716085	0.995548754
ENSG00000110200	-0.111779947	0.458894626	1	0.608044056	0.979210244
ENSG00000103534	-0.946503832	0.032872754	1	0.202688458	0.724213499
ENSG00000167186	-0.499833583	0.003574834	1	0.094222334	0.512933999
ENSG00000170540	-0.027217961	0.857959357	1	0.886387238	0.997930712
ENSG00000157106	0.510399697	0.001764623	1	0.074679563	0.458180318
ENSG00000103489	-1.424801631	1.82e-05	0.028637339	0.017791517	0.2140264
ENSG00000070081	0.802049691	6.31e-07	0.000674899	0.006572982	0.116354474
ENSG00000011405	0.788004787	8.42e-06	0.011931923	0.014076977	0.188336257
ENSG00000065150	0.151081947	0.424777289	1	0.584584862	0.975219905
ENSG00000110696	-0.13411968	0.240037868	1	0.446465712	0.930038096
ENSG00000175868	0.903707301	0.203302893	1	0.415223131	0.914138325
ENSG00000110680	0.136449745	0.923231877	1	0.934373205	0.99957234
ENSG00000186104	-0.846443428	0.033711581	1	0.204622062	0.726358361
ENSG00000152270	-0.578633687	0.038899918	1	0.215572677	0.74213487
ENSG00000180209	-0.025220073	0.977570239	1	0.979948807	0.99957234
ENSG00000277669	0.010761275	0.989330269	1	0.989841953	0.99957234
ENSG00000103485	0.010761275	0.989330269	1	0.989841953	0.99957234
ENSG00000079616	-0.887005087	6.34e-05	0.118333015	0.026068935	0.26465161
ENSG00000103495	-0.046003179	0.795153573	1	0.840029427	0.996332353
ENSG00000013364	0.411151199	1.39e-05	0.021296721	0.01643447	0.203974185
ENSG00000103502	0.071817461	0.684344003	1	0.761908549	0.995548754
ENSG00000174938	0.655297689	0.184326601	1	0.398149358	0.904667444
ENSG00000174943	0.486577823	0.000998365	1	0.06212153	0.417045001
ENSG00000214530	0.42348597	0.001410493	1	0.06939294	0.44242199
ENSG00000169592	-0.053136231	0.776586253	1	0.826406472	0.996332353
ENSG00000137478	0.145918457	0.451992629	1	0.603545932	0.978060016
ENSG00000129451	3.380518973	3.98e-16	7.88e-14	1.84e-05	0.001759063
ENSG00000149923	0.153781438	0.304805124	1	0.497541414	0.952675332
ENSG00000149922	0.405415292	0.505342382	1	0.640192139	0.984936024
ENSG00000021300	-0.938178778	7.64e-07	0.000833892	0.006950029	0.120750345
ENSG00000102886	0.904464165	0.004717615	1	0.103740191	0.53122
ENSG00000175582	0.298986198	0.000549925	1	0.051501385	0.374827431
ENSG00000222014	0.298986198	0.000549925	1	0.051501385	0.374827431
ENSG00000233087	0.298986198	0.000549925	1	0.051501385	0.374827431
ENSG00000175581	-0.184283079	0.158308959	1	0.373598962	0.888340902
ENSG00000102879	-2.038272193	0.009493622	1	0.131491081	0.592773435
ENSG00000187726	-2.971463208	0.059640148	NA	0.253114321	0.786429975
ENSG00000261052	-0.108550512	0.735526169	1	0.797902722	0.995548754
ENSG00000197165	-0.108550512	0.735526169	1	0.797902722	0.995548754
ENSG00000196502	-0.108550512	0.735526169	1	0.797902722	0.995548754
ENSG00000213648	-0.108550512	0.735526169	1	0.797902722	0.995548754
ENSG00000169035	2.421999822	0.000420693	1	0.047260664	0.35940165
ENSG00000258150	-0.185467151	0.342175305	1	0.525379033	0.961344664
ENSG00000176476	-0.185467151	0.342175305	1	0.525379033	0.961344664
ENSG00000258130	-0.185467151	0.342175305	1	0.525379033	0.961344664
ENSG00000176046	0.195842003	0.654706798	1	0.741050961	0.995548754
ENSG00000214517	0.533930382	4.69e-09	3e-06	0.001595827	0.047336174
ENSG00000188603	0.645460839	1.05e-06	0.001188534	0.007631516	0.128276276
ENSG00000283220	0.645460839	1.05e-06	0.001188534	0.007631516	0.128276276
ENSG00000261832	0.645460839	1.05e-06	0.001188534	0.007631516	0.128276276
ENSG00000176953	0.018460417	0.945114623	1	0.951774587	0.99957234
ENSG00000175536	-0.874977337	0.010247698	1	0.134980372	0.599517693
ENSG00000077514	0.352513795	0.003602828	1	0.094503054	0.513203709
ENSG00000177548	0.108253629	0.566992987	1	0.681841113	0.990549755
ENSG00000165434	-0.603130588	0.000456303	1	0.048491563	0.364244443
ENSG00000196296	-0.875998118	0.320087624	1	0.508918822	0.956379035
ENSG00000213023	0.302651241	0.575590223	1	0.687450902	0.990939738
ENSG00000054938	-0.348514888	0.590598471	1	0.698158821	0.990957385
ENSG00000178188	0.045417128	0.561770191	1	0.678295484	0.99019652
ENSG00000137491	-1.389418266	0.03678069	1	0.211186201	0.736127806
ENSG00000205609	0.076468555	0.644163138	1	0.733717481	0.995548754
ENSG00000184110	0.076468555	0.644163138	1	0.733717481	0.995548754
ENSG00000105357	0.194781513	0.066222648	1	0.263445362	0.797528491
ENSG00000169682	-0.020516988	0.909762212	1	0.924770619	0.99957234
ENSG00000213658	-0.411055692	0.416315007	1	0.578565535	0.974490581
ENSG00000149273	-0.013392266	0.90985633	1	0.924871829	0.99957234
ENSG00000062282	-1.099507343	0.002322326	1	0.081698431	0.478935441
ENSG00000077238	0.293601067	0.078581697	1	0.281461215	0.81570278
ENSG00000169189	0.39082472	0.000451937	1	0.04834442	0.363654274
ENSG00000129084	0.386593382	0.015179115	1	0.154672802	0.637442163
ENSG00000256206	0.386593382	0.015179115	1	0.154672802	0.637442163
ENSG00000155666	-0.589724077	0.004380332	1	0.101103135	0.526172269
ENSG00000137492	-0.369136412	0.044053296	1	0.225588756	0.756241718
ENSG00000129083	0.113539185	0.332463686	1	0.51799349	0.959846287
ENSG00000155592	-0.203313535	0.7952043	1	0.84008484	0.996332353
ENSG00000197601	-0.278156319	0.033106716	1	0.203200461	0.725079659
ENSG00000078124	0.413438613	0.000985851	1	0.061853922	0.416318115
ENSG00000137474	0.301102158	0.548373827	1	0.669248846	0.988959025
ENSG00000103375	-3.002538936	0.066848152	NA	0.264370281	0.798663084
ENSG00000205629	-0.225015234	0.077938573	1	0.280554766	0.81494999
ENSG00000140750	-0.335910526	0.000312678	0.744598264	0.043018543	0.342386218
ENSG00000154309	-0.441012224	0.000589519	1	0.05263867	0.379453505
ENSG00000197702	-0.054536772	0.723237967	1	0.788441728	0.995548754
ENSG00000133808	0.508205351	0.066518726	1	0.263869934	0.798148802
ENSG00000050165	-1.145499668	2.51e-06	0.003078217	0.009817231	0.151765788
ENSG00000149269	0.582322136	4.36e-12	1.6e-09	0.000229008	0.011858603
ENSG00000122257	0.038187321	0.794980381	1	0.839908234	0.996332353
ENSG00000140688	-0.003091109	0.983080638	1	0.984292878	0.99957234
ENSG00000140675	-1.139425405	NA	NA	0.742926648	0.995548754
ENSG00000140682	-0.595165112	0.008571569	1	0.126905483	0.58410465
ENSG00000156885	-0.858550361	0.112436911	1	0.324401391	0.85379608
ENSG00000169896	-2.106438963	0.222335803	NA	0.431765501	0.922375997
ENSG00000133800	-1.101948825	0.007384126	1	0.120647155	0.570354038
ENSG00000110315	0.160441747	0.29352855	1	0.488895795	0.949273329
ENSG00000140678	-2.600857613	3.4e-05	0.058281622	0.021534014	0.238022596
ENSG00000148926	1.521807855	0.022248248	1	0.176535862	0.679791458
ENSG00000104901	0.071546431	0.892636104	1	0.91214972	0.99957234
ENSG00000103490	0.307340033	0.193013249	1	0.405788646	0.910679647
ENSG00000089280	-0.413551618	0.011785639	1	0.141714152	0.612229472
ENSG00000074219	-1.042325328	2.48e-11	1.03e-08	0.000369749	0.016804521
ENSG00000104894	-2.008456646	0.026736571	1	0.188416687	0.699659149
ENSG00000052344	0.256600296	0.047305249	1	0.231707636	0.7634887
ENSG00000103510	0.243355314	0.030025421	1	0.196186997	0.714190646
ENSG00000103507	0.076661559	0.637350128	1	0.729319533	0.995548754
ENSG00000103496	0.114240033	0.42734261	1	0.586455208	0.975356786
ENSG00000099365	0.052704783	0.933000649	1	0.941902153	0.99957234
ENSG00000099364	0.168834801	0.377823129	1	0.551435433	0.967507955
ENSG00000099385	-0.382214499	0.017806777	1	0.163517662	0.653708138
ENSG00000156873	-0.00479656	0.977294372	1	0.979765302	0.99957234
ENSG00000103549	0.262520024	0.00042936	1	0.047554833	0.36086127
ENSG00000156858	0.103163977	0.523773275	1	0.652454906	0.987077107
ENSG00000104805	-0.5794111	1.38e-06	0.001598469	0.008253231	0.135395185
ENSG00000087076	-0.777902231	0.318500855	1	0.507790397	0.955700064
ENSG00000105552	0.286194077	0.03495492	1	0.207390328	0.729863701
ENSG00000105550	-0.637751338	0.287030525	1	0.483896649	0.947120214
ENSG00000005844	-3.008881572	0.086614792	NA	0.29248703	0.825666374
ENSG00000103512	-0.332389333	0.101524508	1	0.311155776	0.844326479
ENSG00000103226	-0.332389333	0.101524508	1	0.311155776	0.844326479
ENSG00000185164	-0.332389333	0.101524508	1	0.311155776	0.844326479
ENSG00000129158	-0.11258047	0.582404547	1	0.692177652	0.990939738
ENSG00000149357	-0.22788861	0.020217275	1	0.170948468	0.66707635
ENSG00000148908	-1.070298095	4.27e-06	0.005576805	0.011495277	0.166866665
ENSG00000151923	-0.244143	0.017385914	1	0.162194147	0.650819059
ENSG00000151929	0.008950501	0.952846945	1	0.958303024	0.99957234
ENSG00000066468	0.628112497	0.107862201	1	0.318860985	0.85006193
ENSG00000107669	0.036881707	0.752355655	1	0.80973457	0.995906554
ENSG00000138162	0.445356883	0.117355464	1	0.330194713	0.857457994
ENSG00000110786	-2.227772817	0.023583626	1	0.180322975	0.685033234
ENSG00000213185	0.761528804	NA	NA	0.776869265	0.995548754
ENSG00000203795	0.761528804	NA	NA	0.776869265	0.995548754
ENSG00000196177	-0.211990003	0.161071326	1	0.376148411	0.890802549
ENSG00000121898	-0.981872606	0.170968774	1	0.385585426	0.897160158
ENSG00000166869	-3.068652162	NA	NA	0.445781784	0.929652613
ENSG00000166851	-1.114975053	3.6e-05	0.06203484	0.021898983	0.240479358
ENSG00000166847	-0.10262694	0.248511241	1	0.453214601	0.934173434
ENSG00000004779	0.024965154	0.907698863	1	0.922777785	0.99957234
ENSG00000103353	-0.262193277	0.149230604	1	0.36426374	0.883154473
ENSG00000103356	-0.280992457	0.079715932	1	0.283038043	0.81746389
ENSG00000103365	-0.833416079	1.41e-06	0.001627809	0.008293028	0.135837613
ENSG00000168447	0.133944086	0.728067669	1	0.791982021	0.995548754
ENSG00000197006	-0.21075425	0.022816321	1	0.178150748	0.682165015
ENSG00000140743	-1.252108719	7.77e-10	4.17e-07	0.000957801	0.033808762
ENSG00000158042	-0.039767482	0.833099353	1	0.86853954	0.996332353
ENSG00000058600	-0.133997614	0.605834947	1	0.708628496	0.991787104
ENSG00000132254	-0.149588672	0.342556345	1	0.525654573	0.961551062
ENSG00000179532	-0.168833107	0.633015627	1	0.726662435	0.994699051
ENSG00000140740	0.14267231	0.251445632	1	0.455670915	0.935005585
ENSG00000155714	-1.143406901	0.407421321	NA	0.572462876	0.972424707
ENSG00000132275	-0.223345991	0.189010726	1	0.402356951	0.90750989
ENSG00000175267	-0.592276698	0.728025278	NA	0.791880925	0.995548754
ENSG00000166333	0.08606014	0.276577886	1	0.475485097	0.944997472
ENSG00000166340	-0.073138049	0.603670202	1	0.707290004	0.991377018
ENSG00000110169	-0.215513073	0.683956607	1	0.761610579	0.995548754
ENSG00000132259	0.854674843	0.161181771	1	0.37624561	0.890858539
ENSG00000103316	-1.82863764	0.151610001	NA	0.36686934	0.884134607
ENSG00000011638	-0.038367853	0.934476837	1	0.943259976	0.99957234
ENSG00000132256	2.609816489	2.32e-06	0.002819034	0.009590941	0.149467656
ENSG00000102897	-0.019839821	0.935707439	1	0.944228554	0.99957234
ENSG00000005189	-0.105399052	0.758194627	1	0.814138817	0.995906554
ENSG00000196678	-0.273540477	0.053712409	1	0.243060683	0.776904408
ENSG00000182022	-0.448027396	0.338051755	1	0.522279797	0.960556268
ENSG00000065154	0.044923347	0.853933905	1	0.883732781	0.997449048
ENSG00000005187	-2.261715861	0.078600883	1	0.281494455	0.81570278
ENSG00000066654	0.128217729	0.363371749	1	0.541020206	0.964907041
ENSG00000107902	-0.330600284	0.342129884	1	0.525272802	0.961344664
ENSG00000189319	0.165723935	0.255500012	1	0.458738511	0.937543339
ENSG00000258539	-0.185517712	0.116830192	1	0.329458466	0.857426381
ENSG00000165660	0.357535494	0.010012105	1	0.133919963	0.597619104
ENSG00000132109	1.233002855	2.86e-06	0.003565127	0.010207201	0.1549376
ENSG00000019995	0.129555515	0.482820921	1	0.624933061	0.981567583
ENSG00000175029	0.125455994	0.286319895	1	0.483286388	0.946804015
ENSG00000167325	-0.597095666	0.005996084	1	0.112574513	0.550193439
ENSG00000188690	-0.534841562	0.000310113	0.737381576	0.042903758	0.341986713
ENSG00000103550	0.167397721	0.488042783	1	0.62849325	0.982101736
ENSG00000103544	-0.073238533	0.593123579	1	0.699968381	0.990957385
ENSG00000107949	-0.334250113	0.034392266	1	0.206131143	0.728050667
ENSG00000089876	0.339140248	0.010200298	1	0.134750296	0.599517693
ENSG00000167323	-0.202108674	0.076125726	1	0.277871523	0.81324493
ENSG00000148985	0.627701934	1.18e-08	8.17e-06	0.002070687	0.056441553
ENSG00000154493	0.798598267	0.018817628	1	0.166658458	0.659996165
ENSG00000148773	-1.255547435	2.14e-07	0.000205529	0.004807847	0.094986364
ENSG00000182220	-0.380257444	9.75e-05	0.194263479	0.029816194	0.283555087
ENSG00000124486	0.239333368	0.051594316	1	0.239307199	0.77331205
ENSG00000147044	-0.010483657	0.93190988	1	0.941030912	0.99957234
ENSG00000133789	0.012140601	0.938752116	1	0.946504175	0.99957234
ENSG00000166483	0.847707022	2.74e-08	2.1e-05	0.002647586	0.065506108
ENSG00000175348	-0.084760122	0.409286636	1	0.57378507	0.972669016
ENSG00000176029	-2.96760953	0.007406114	1	0.120765733	0.570483808
ENSG00000166452	0.39237786	0.058305155	1	0.250814604	0.784860022
ENSG00000166444	0.148786562	0.652714232	1	0.739800361	0.995548754
ENSG00000166436	-1.388162119	0.009405022	1	0.1310548	0.591916482
ENSG00000130413	0.406143561	0.766248491	NA	0.819700629	0.996332353
ENSG00000166402	-2.630317797	0.001028903	1	0.062715259	0.419381687
ENSG00000279081	0.291977673	0.007185883	1	0.11960803	0.567011578
ENSG00000175390	0.291977673	0.007185883	1	0.11960803	0.567011578
ENSG00000147123	-0.179343127	0.149420931	1	0.364494193	0.883154473
ENSG00000182872	-0.106567137	0.594098696	1	0.700753846	0.990957385
ENSG00000102225	0.202800588	0.000317333	0.757387439	0.043220017	0.343094573
ENSG00000102226	-0.08006151	0.792689247	1	0.837930275	0.996332353
ENSG00000108010	-0.148443732	0.187227655	1	0.400619944	0.906593351
ENSG00000172935	-1.609370326	1.22e-05	0.01831064	0.015783395	0.199092627
ENSG00000149716	0.004248351	0.986850969	1	0.987199904	0.99957234
ENSG00000131620	-0.059390277	0.838674178	1	0.87240962	0.996892779
ENSG00000168040	-0.23465152	0.06864283	1	0.267024367	0.801785521
ENSG00000085733	0.075547344	0.405252139	1	0.570897643	0.971530217
ENSG00000268104	0.166092725	0.824248648	1	0.861127378	0.996332353
ENSG00000172890	0.322581526	0.066638205	1	0.264045183	0.798369707
ENSG00000147251	-1.211900164	2.41e-09	1.44e-06	0.001320454	0.041845469
ENSG00000158290	0.213885097	0.117464467	1	0.330330472	0.857457994
ENSG00000130598	0.818731547	0.095603688	1	0.303827454	0.837859589
ENSG00000149043	2.012999596	7.37e-17	1.27e-14	1.16e-05	0.001274695
ENSG00000102038	-0.100335192	0.781107358	1	0.829924577	0.996332353
ENSG00000122122	1.431019754	1.38e-07	0.000125466	0.004224104	0.087752795
ENSG00000102034	0.041376327	0.872084564	1	0.897332778	0.998394221
ENSG00000134594	2.506133837	0.001207295	1	0.06599259	0.431242536
ENSG00000102078	-0.158634203	0.473857218	1	0.618933479	0.979738815
ENSG00000134597	0.224478607	0.160939582	1	0.37602139	0.890699466
ENSG00000165675	0.418465396	0.002428034	1	0.08293863	0.481722744
ENSG00000147255	1.361561614	NA	NA	0.666624981	0.988959025
ENSG00000134602	-0.759928638	0.000223876	0.503677739	0.038650846	0.325611084
ENSG00000076716	0.500842603	0.000324329	0.77611778	0.04351073	0.344412185
ENSG00000181804	-1.876008536	1.64e-15	3.46e-13	2.67e-05	0.0023972
ENSG00000102243	1.724170378	0.181080915	1	0.395164642	0.902774028
ENSG00000129675	0.04023502	0.922882632	1	0.934036081	0.99957234
ENSG00000129682	-2.334085357	2.48e-05	0.040936954	0.01958227	0.225084697
ENSG00000283147	-2.334085357	2.48e-05	0.040936954	0.01958227	0.225084697
ENSG00000101977	-2.513392282	NA	NA	0.468962634	0.940977833
ENSG00000101997	-0.025472125	0.934547885	1	0.943486846	0.99957234
ENSG00000102003	-0.440236445	0.516252667	1	0.647489346	0.986560725
ENSG00000012211	0.478023819	0.006788712	1	0.117346301	0.561697851
ENSG00000102007	0.310384419	0.000166947	0.360209648	0.035269821	0.309739625
ENSG00000269313	-0.164569069	0.688523224	1	0.76472226	0.995548754
ENSG00000068394	0.325157523	5.15e-05	0.092929491	0.024420768	0.256175988
ENSG00000243279	-0.145452734	0.516299047	1	0.647583323	0.986560725
ENSG00000147144	0.624072923	0.001820237	1	0.07542937	0.460645508
ENSG00000068400	-0.306664411	0.000128758	0.267441425	0.032522118	0.296762575
ENSG00000068308	0.699099219	1.02e-16	1.8e-14	1.26e-05	0.001350991
ENSG00000102096	0.242781448	0.21889534	1	0.428786995	0.921042809
ENSG00000102100	0.075914205	0.532465381	1	0.658303722	0.98793022
ENSG00000102103	-0.356690338	0.003584209	1	0.094323951	0.513016683
ENSG00000126768	-0.240371092	0.053968929	1	0.243514204	0.777298715
ENSG00000094631	0.118716874	0.327819511	1	0.514483389	0.95880102
ENSG00000015285	-1.858600108	0.140271887	NA	0.354856154	0.877986254
ENSG00000101940	-0.061689544	0.594835044	1	0.701254496	0.990957385
ENSG00000102317	-0.427039135	1.4e-05	0.021427472	0.016461419	0.204109553
ENSG00000147155	0.050380896	0.789752824	1	0.835812817	0.996332353
ENSG00000102312	1.585857218	2.16e-12	7.5e-10	0.000188764	0.010303691
ENSG00000068438	-0.052050872	0.798128654	1	0.842286612	0.996332353
ENSG00000156313	0.209273375	0.213105438	1	0.423790652	0.918666122
ENSG00000165169	0.028741462	0.846043479	1	0.877409328	0.997421634
ENSG00000156009	-1.723103402	0.009797579	1	0.132873177	0.596131784
ENSG00000183305	-1.723103402	0.009797579	1	0.132873177	0.596131784
ENSG00000123584	-1.723103402	0.009797579	1	0.132873177	0.596131784
ENSG00000213401	-1.723103402	0.009797579	1	0.132873177	0.596131784
ENSG00000268606	-1.723103402	0.009797579	1	0.132873177	0.596131784
ENSG00000267978	-1.723103402	0.009797579	1	0.132873177	0.596131784
ENSG00000198681	-1.723103402	0.009797579	1	0.132873177	0.596131784
ENSG00000221867	-1.723103402	0.009797579	1	0.132873177	0.596131784
ENSG00000197172	-1.723103402	0.009797579	1	0.132873177	0.596131784
ENSG00000147381	-1.723103402	0.009797579	1	0.132873177	0.596131784
ENSG00000185247	-1.723103402	0.009797579	1	0.132873177	0.596131784
ENSG00000155966	-1.274245559	7.53e-06	0.010519806	0.013611796	0.184513245
ENSG00000185010	-0.924106931	7.18e-05	0.136650961	0.027104289	0.269803425
ENSG00000155959	-0.374972722	0.019212291	1	0.167853173	0.662233389
ENSG00000165775	-0.309877637	0.000660881	1	0.054561626	0.387239809
ENSG00000214827	-0.147221474	0.61414547	1	0.714588954	0.992041757
ENSG00000185515	-0.067263742	0.660742922	1	0.745271065	0.995548754
ENSG00000155961	-2.103254413	0.011797957	1	0.141790715	0.612229472
ENSG00000147065	0.762178824	8.51e-10	4.61e-07	0.000982569	0.034341268
ENSG00000089472	-1.809127419	2.02e-11	8.32e-09	0.000349578	0.016130075
ENSG00000079482	-0.142602368	0.469143212	1	0.615269511	0.979738815
ENSG00000130052	0.974299398	0.004046781	1	0.098381087	0.520686351
ENSG00000090776	0.536157106	0.000229229	0.518182374	0.038952087	0.326589962
ENSG00000147160	0.458955429	0.329449109	1	0.515798325	0.958897189
ENSG00000089289	0.606075568	1.12e-06	0.001262756	0.007754622	0.129830143
ENSG00000186675	-1.284346675	0.302985488	NA	0.496021165	0.952543101
ENSG00000102390	-0.287454154	0.133831913	1	0.348072441	0.872781162
ENSG00000198934	-0.593612296	0.002909793	1	0.08807434	0.495482519
ENSG00000085224	0.003543178	0.982494546	1	0.983882923	0.99957234
ENSG00000196468	-0.497467456	0.729068225	NA	0.792574818	0.995548754
ENSG00000102158	0.167626733	0.230756475	1	0.438627102	0.927151437
ENSG00000078596	-1.097498859	7.64e-06	0.010702677	0.013674507	0.18493767
ENSG00000198157	-0.001862658	0.994776366	1	0.995302727	0.99957234
ENSG00000131171	-0.780404035	0.000158674	0.339520529	0.034705621	0.307415453
ENSG00000000005	-2.223239783	0.146834189	1	0.361645558	0.882813655
ENSG00000102359	-0.723483189	0.01880735	1	0.166613395	0.659996165
ENSG00000102362	-0.291225008	0.070775439	1	0.270081918	0.805797841
ENSG00000101811	-0.117899802	0.609042908	1	0.710793477	0.991787104
ENSG00000007952	0.648813176	NA	NA	0.838131091	0.996332353
ENSG00000182489	-0.061433966	0.908055657	1	0.923378089	0.99957234
ENSG00000102384	-1.125818027	2.09e-05	0.033588563	0.018569107	0.219339161
ENSG00000010671	-2.992852731	0.127408219	NA	0.340968832	0.868371679
ENSG00000102393	-0.317727079	0.129613605	1	0.343338797	0.870271661
ENSG00000197565	0.109060855	0.509153385	1	0.642744176	0.985640352
ENSG00000188153	0.551003969	0.00249006	1	0.083632829	0.483741377
ENSG00000068366	-0.148257611	0.348208187	1	0.52970986	0.963162319
ENSG00000101938	-1.745301733	0.013208707	1	0.147309026	0.62422043
ENSG00000077264	1.144300164	7.97e-05	0.153828639	0.027987647	0.274638684
ENSG00000077279	-3.440237471	NA	NA	0.245838199	0.779852267
ENSG00000123496	-0.064569893	0.922147163	1	0.93333698	0.99957234
ENSG00000130224	-0.14571293	0.732947861	1	0.795755695	0.995548754
ENSG00000008086	-0.326169178	0.023582943	1	0.180311865	0.685033234
ENSG00000102104	-0.012600262	NA	NA	0.996931871	0.99957234
ENSG00000044446	0.055056712	0.785890478	1	0.832853495	0.996332353
ENSG00000165349	0.179795312	0.725113688	1	0.789774709	0.995548754
ENSG00000173698	0.743120779	0.000100165	0.20070854	0.030081526	0.284449795
ENSG00000131828	-0.009801829	0.918394381	1	0.930752976	0.99957234
ENSG00000196338	0.50993247	0.640934248	1	0.731442913	0.995548754
ENSG00000180815	0.182406055	0.533867074	1	0.659279566	0.98793022
ENSG00000147168	-0.633624912	0.379422959	1	0.552526626	0.967507955
ENSG00000177189	-0.108824516	0.388896352	1	0.559445187	0.968131709
ENSG00000147130	0.250277517	0.155140329	1	0.370487903	0.885906853
ENSG00000147140	-0.088368934	0.30999517	1	0.501458926	0.953812091
ENSG00000147166	-1.296140963	0.102747792	1	0.312505309	0.846470129
ENSG00000147133	0.052928179	0.649539875	1	0.737531419	0.995548754
ENSG00000122728	0.052928179	0.649539875	1	0.737531419	0.995548754
ENSG00000198034	-0.161487135	0.035333127	1	0.208204868	0.731029659
ENSG00000204116	-0.890814612	8.98e-06	0.012836345	0.014354202	0.190242586
ENSG00000196924	0.228845883	0.351028094	1	0.53189124	0.963201378
ENSG00000131269	0.062650301	0.658847588	1	0.744054953	0.995548754
ENSG00000171100	0.012535684	0.962678508	1	0.967509184	0.99957234
ENSG00000102287	0.47198303	0.163365391	1	0.378411588	0.892171408
ENSG00000046653	-1.323781879	2.59e-05	0.042878159	0.019827575	0.226865596
ENSG00000011677	1.914699186	0.001934927	1	0.076936827	0.465422752
ENSG00000147400	-0.25877685	0.171245751	1	0.385849699	0.897210923
ENSG00000147383	-0.447771064	0.025013646	1	0.184046059	0.692100761
ENSG00000147394	0.895908164	6.3e-06	0.008578837	0.012891485	0.179388142
ENSG00000004961	-0.067857018	0.772353929	1	0.823610983	0.996332353
ENSG00000102054	-0.152408499	0.376375948	1	0.550339582	0.967407242
ENSG00000047648	-0.159876118	0.486210811	1	0.627197786	0.982101736
ENSG00000169895	0.255602295	0.034539818	1	0.206495388	0.728530038
ENSG00000047230	-0.076393723	0.578793921	1	0.689743496	0.990939738
ENSG00000126010	-0.764800996	0.515036089	1	0.646556941	0.986379164
ENSG00000063587	-0.600724359	0.002118362	1	0.079282801	0.471703831
ENSG00000182287	-0.166651275	0.584377798	1	0.693633223	0.990939738
ENSG00000212643	-0.073051839	0.581643582	1	0.691667815	0.990939738
ENSG00000169249	-0.073051839	0.581643582	1	0.691667815	0.990939738
ENSG00000213397	-0.057153318	0.738315877	1	0.799940759	0.995548754
ENSG00000183479	-0.339841521	0.434047474	1	0.590882949	0.976511034
ENSG00000169239	-0.145340634	0.46586019	1	0.612880997	0.979738815
ENSG00000182492	-0.704002554	0.003769542	1	0.095979712	0.516320632
ENSG00000067842	-2.389855875	0.026490619	1	0.187822251	0.6984877
ENSG00000102010	-2.232689678	NA	NA	0.597801855	0.976511034
ENSG00000101986	0.059455972	0.755221212	1	0.811780585	0.995906554
