Ensembl_Human	log2FoldChange	orig_padj_BH	orig_padj_bonf	re.estimated_pvalue	re.estimated_padj
ENSG00000065135	0.177496708	0.087054061	1	0.293021302	0.826571411
ENSG00000093009	-0.835755405	3.33e-05	0.056959284	0.021401372	0.237402347
ENSG00000102098	-0.703934759	0.12247254	1	0.335854755	0.862294563
ENSG00000091583	-0.485433098	0.512853636	1	0.645116293	0.986379164
ENSG00000141562	0.25901126	0.14838384	1	0.363287308	0.882869864
ENSG00000105971	0.545319008	0.03869378	1	0.215123405	0.741680947
ENSG00000067082	0.394312817	0.252617278	1	0.456595842	0.935769629
ENSG00000010803	-0.304548235	0.239298815	1	0.445862214	0.929652613
ENSG00000178741	-0.242208495	0.269584101	1	0.470191045	0.941849631
ENSG00000121068	-1.510099479	0.000181988	0.396893765	0.036215365	0.31473429
ENSG00000121075	-0.691577581	0.546958081	1	0.6682988	0.988959025
ENSG00000064300	-2.649225236	0.00011353	0.231444225	0.031268552	0.290709689
ENSG00000143816	1.154718253	9.03e-08	7.91e-05	0.003743396	0.080982015
ENSG00000151422	0.225638666	0.147197916	1	0.362041147	0.882838143
ENSG00000169180	0.186803695	0.13257379	1	0.346667677	0.872063811
ENSG00000068323	0.056629551	0.572070563	1	0.684826821	0.990939738
ENSG00000168646	-0.989028092	0.003380659	1	0.092531567	0.50794201
ENSG00000106009	0.143330841	0.356217189	1	0.535501393	0.96456431
ENSG00000146535	-0.466065429	3.67e-05	0.063653007	0.02205141	0.241002557
ENSG00000110628	-0.138840122	0.413631054	1	0.576798727	0.973620804
ENSG00000183067	0.044219969	0.850032972	1	0.880515411	0.997421634
ENSG00000150773	0.066999245	0.867523496	1	0.893735125	0.998294162
ENSG00000150768	0.177496746	0.307648616	1	0.499769831	0.953109751
ENSG00000255292	0.013462001	0.93229712	1	0.941315004	0.99957234
ENSG00000118972	-1.862610702	0.220066822	1	0.429915804	0.921102916
ENSG00000118971	-0.953975481	0.000626842	1	0.053644697	0.383897533
ENSG00000148358	0.253443395	0.00035588	0.861974217	0.044782451	0.350385684
ENSG00000102452	-1.3708623	0.000222166	0.498836811	0.038548921	0.325339161
ENSG00000204347	0.066354365	0.942518148	1	0.949745022	0.99957234
ENSG00000166828	-0.159094019	0.582800695	1	0.692629462	0.990939738
ENSG00000102385	-0.768342503	0.02082312	1	0.172675351	0.670779761
ENSG00000064201	0.070884085	0.933624679	1	0.9424183	0.99957234
ENSG00000106689	-0.933382753	0.484860086	NA	0.626278995	0.982006577
ENSG00000137198	0.695090991	0.004197129	1	0.099651905	0.522878626
ENSG00000080561	0.522045296	0.00063815	1	0.053960806	0.384883789
ENSG00000121060	0.922123755	1.61e-07	0.000149704	0.004424271	0.090294202
ENSG00000153933	-0.158648225	0.37421474	1	0.548883003	0.966760124
ENSG00000121064	-0.403816168	0.020734762	1	0.172412509	0.670373514
ENSG00000070444	0.108009435	0.632728374	1	0.726513133	0.994558958
ENSG00000160255	-0.703491026	0.001070099	1	0.063509424	0.42203225
ENSG00000111906	-0.614767562	0.008179284	1	0.124905871	0.579650911
ENSG00000111907	-0.277563695	0.255699056	1	0.458896557	0.937543339
ENSG00000133027	-0.496179885	0.037939905	1	0.21352	0.740098778
ENSG00000039068	0.827536527	2.58e-14	6.85e-12	5.7e-05	0.004064578
ENSG00000179242	-2.650693465	NA	NA	0.407905393	0.910860425
ENSG00000237289	0.729920376	0.033320647	1	0.203692428	0.725588971
ENSG00000223572	0.729920376	0.033320647	1	0.203692428	0.725588971
ENSG00000161940	-0.565968306	0.282925548	1	0.480244021	0.946804015
ENSG00000108839	-1.254528355	0.069609446	1	0.268375651	0.803654459
ENSG00000099889	0.323205606	0.043633056	1	0.224796826	0.755230325
ENSG00000093010	0.32590024	0.001933082	1	0.076910079	0.465393878
ENSG00000137996	-0.137590419	0.420777983	1	0.581641778	0.975145273
ENSG00000137992	-0.173131844	0.031667243	1	0.200003892	0.719839879
ENSG00000183283	0.362466989	0.000247389	0.567426812	0.039931707	0.329970197
ENSG00000232119	-0.093989671	0.499990102	1	0.636479583	0.984060564
ENSG00000088320	-0.850488825	0.007414555	1	0.120836223	0.570483808
ENSG00000132972	-0.104335087	0.89129125	1	0.911032276	0.99957234
ENSG00000280433	0.178740934	0.025536148	1	0.185400922	0.6943335
ENSG00000160218	0.178740934	0.025536148	1	0.185400922	0.6943335
ENSG00000136280	-0.031606297	0.823806035	1	0.860685508	0.996332353
ENSG00000136270	-0.154909049	0.545132314	1	0.666912033	0.988959025
ENSG00000184012	0.23670398	0.393780257	1	0.563268051	0.968432432
ENSG00000078098	-0.29194131	0.515448167	1	0.647021154	0.986413836
ENSG00000139180	0.036523532	0.821633647	1	0.859073217	0.996332353
ENSG00000255639	0.036523532	0.821633647	1	0.859073217	0.996332353
ENSG00000182866	0.96098639	0.09559555	1	0.303806956	0.837859589
ENSG00000077063	-0.692987395	0.151378616	1	0.366565137	0.884134607
ENSG00000141429	0.244779075	0.025723168	1	0.185919279	0.694696325
ENSG00000075975	0.349004974	0.007601938	1	0.121892775	0.572409552
ENSG00000132170	-1.033819906	0.000192037	0.421236048	0.036808595	0.317961418
ENSG00000132155	-0.050382721	0.603444146	1	0.707140017	0.991377018
ENSG00000180096	0.118756748	0.759020532	1	0.814724164	0.995906554
ENSG00000100311	2.187646846	7.22e-29	2.89e-27	7.77e-09	3.66e-06
ENSG00000139567	0.163543707	0.52315389	1	0.651809933	0.987077107
ENSG00000161835	-1.169972058	1.5e-08	1.07e-05	0.002222678	0.059064107
ENSG00000135503	0.543075903	1.02e-07	9.04e-05	0.003876653	0.08268241
ENSG00000175662	0.095509515	0.4105267	1	0.574710932	0.972737089
ENSG00000143167	1.804519137	0.1131299	NA	0.325202079	0.854174692
ENSG00000161642	-0.548455833	0.096351182	1	0.304740667	0.838630701
ENSG00000161638	-0.466710186	0.148386398	1	0.363339059	0.882869864
ENSG00000151834	-1.406018269	0.162902786	1	0.377913091	0.892040852
ENSG00000116455	-0.704175112	0.004756013	1	0.104037766	0.531712316
ENSG00000116459	-0.016490633	0.913098676	1	0.927194436	0.99957234
ENSG00000125398	0.586143848	0.066664337	1	0.264096045	0.798369707
ENSG00000138668	-0.046556041	0.859044598	1	0.887177371	0.998151948
ENSG00000197223	-0.048543389	0.793691004	1	0.838853955	0.996332353
ENSG00000196743	-0.824530135	8.89e-08	7.75e-05	0.003723813	0.080872404
ENSG00000001631	-0.204442385	0.092091597	1	0.299400828	0.83362203
ENSG00000073464	-0.311444426	0.012100691	1	0.143006749	0.614972576
ENSG00000135622	1.136267993	0.009808331	1	0.13293258	0.596131784
ENSG00000159399	1.604481115	9.3e-13	3.08e-10	0.000150346	0.008605896
ENSG00000196535	0.442195551	4.75e-05	0.085111539	0.023848231	0.252414631
ENSG00000168792	-1.461270684	7.11e-05	0.134974911	0.027013883	0.269555078
ENSG00000108511	-0.332680514	0.356557244	1	0.53580961	0.96456431
ENSG00000115318	0.334163328	0.277011551	1	0.475830899	0.945101998
ENSG00000124557	-0.382586418	0.306069212	1	0.498507558	0.952871865
ENSG00000114166	0.076820629	0.684075078	1	0.761723704	0.995548754
ENSG00000111540	0.166736367	0.100745634	1	0.310166185	0.843754695
ENSG00000279493	-0.384836197	0.444536883	1	0.598591152	0.976511034
ENSG00000142182	-0.384836197	0.444536883	1	0.598591152	0.976511034
ENSG00000160224	1.95495689	9.1e-05	0.179756312	0.02919485	0.280114268
ENSG00000277117	-0.076480496	0.839057977	1	0.872630677	0.996892779
ENSG00000160223	-0.076480496	0.839057977	1	0.872630677	0.996892779
ENSG00000197912	-0.121113146	0.379190503	1	0.552373519	0.967507955
ENSG00000131165	0.130610835	0.078459129	1	0.281301224	0.815606975
ENSG00000132383	-0.458989546	0.006249703	1	0.114119838	0.554344965
ENSG00000132386	-0.772759997	0.001794075	1	0.075099685	0.459161727
ENSG00000126216	-0.065034847	0.49851075	1	0.635653619	0.983813797
ENSG00000168495	-0.370084021	0.017193276	1	0.161512665	0.650318772
ENSG00000081059	0.101330226	0.69545449	1	0.769335989	0.995548754
ENSG00000215301	0.191017551	0.160113281	1	0.37529174	0.8896877
ENSG00000096996	1.285430994	0.000116253	0.238035583	0.031508113	0.291606729
ENSG00000105641	-1.433300319	1.66e-11	6.71e-09	0.000330864	0.015519319
ENSG00000143603	-0.517936053	0.450117621	1	0.602316357	0.977897665
ENSG00000170832	0.210329967	0.054668028	1	0.244639017	0.778929849
ENSG00000129204	0.210329967	0.054668028	1	0.244639017	0.778929849
ENSG00000167434	0.635070757	0.532178492	1	0.658115304	0.98793022
ENSG00000197763	0.046665116	0.883490988	1	0.905919975	0.998687018
ENSG00000196700	-0.399555005	0.003428296	1	0.092960071	0.509071656
ENSG00000101152	0.268246803	0.000367447	0.893767365	0.045230329	0.352375275
ENSG00000101150	0.083232046	0.495151357	1	0.633310731	0.983118128
ENSG00000102081	-0.119813704	0.466118512	1	0.613092624	0.979738815
ENSG00000119866	-0.972089029	1.61e-07	0.000149502	0.004422704	0.090294202
ENSG00000101417	0.349997102	0.283067699	1	0.480424783	0.946804015
ENSG00000082458	0.10308983	0.530714398	1	0.65721389	0.98793022
ENSG00000185838	0.141432198	0.460326517	1	0.608970505	0.979210244
ENSG00000099953	-1.38560693	0.000109753	0.22226985	0.030926786	0.289438087
ENSG00000099956	-0.352191267	0.001920193	1	0.076722793	0.46519096
ENSG00000130787	0.710178081	1.75e-18	2.36e-16	4.23e-06	0.000593004
ENSG00000130305	-0.164219023	0.465811504	1	0.612821895	0.979738815
ENSG00000184428	0.518624188	0.003747873	1	0.095788428	0.515946877
ENSG00000253293	-1.148862051	0.000218461	0.489149542	0.038342803	0.324522454
ENSG00000197576	-0.193070657	0.738305714	1	0.799894919	0.995548754
ENSG00000273173	-0.148958569	0.729546537	1	0.793138602	0.995548754
ENSG00000214265	-0.148958569	0.729546537	1	0.793138602	0.995548754
ENSG00000157227	-1.000743401	5.39e-08	4.41e-05	0.003213657	0.07426175
ENSG00000155465	-0.897045207	9.05e-07	0.001004102	0.00729916	0.124668484
ENSG00000155463	0.132608989	0.162152674	1	0.377195684	0.891592394
ENSG00000068097	0.021403038	0.839057977	1	0.872699761	0.996892779
ENSG00000275385	-4.680623945	0.000869487	NA	0.059426099	0.407705003
ENSG00000277632	-4.680623945	0.000869487	NA	0.059426099	0.407705003
ENSG00000276085	-4.680623945	0.000869487	NA	0.059426099	0.407705003
ENSG00000105371	-2.085614536	0.095103907	NA	0.303255053	0.836934944
ENSG00000143621	-0.400027844	0.009091589	1	0.12949031	0.589526069
ENSG00000160679	-0.061626685	0.601557346	1	0.705805232	0.991356645
ENSG00000143553	-0.11953707	0.35141424	1	0.532210009	0.963201378
ENSG00000196154	-2.074395456	1.8e-12	6.21e-10	0.00017988	0.009895287
ENSG00000188015	0.149019926	0.842840557	1	0.875355113	0.997076365
ENSG00000196420	-0.558785605	0.723091433	NA	0.788328876	0.995548754
ENSG00000197956	-0.296007571	0.136975993	1	0.351396357	0.875456716
ENSG00000007314	-2.661535691	0.313802731	NA	0.504287545	0.954682634
ENSG00000108622	-2.388724627	0.029542874	1	0.195087844	0.711983646
ENSG00000166484	0.335466673	0.062059949	1	0.256789019	0.791909744
ENSG00000072134	0.41593854	0.061466703	1	0.255874491	0.790703518
ENSG00000108641	-0.240460131	0.172606537	1	0.387186405	0.897965491
ENSG00000138802	0.154348014	0.050072215	1	0.236644473	0.769951578
ENSG00000145911	0.510504952	0.007534496	1	0.121526699	0.571577604
ENSG00000145916	0.019032404	0.908055657	1	0.923197582	0.99957234
ENSG00000145912	-0.421285745	0.080479851	1	0.2840807	0.818468405
ENSG00000075399	-0.193865701	0.194467634	1	0.407147059	0.910860425
ENSG00000158805	-0.032228494	0.755487504	1	0.811942206	0.995906554
ENSG00000109736	0.142849861	0.150868119	1	0.36606026	0.883746434
ENSG00000169641	0.101940282	0.198561014	1	0.410806191	0.912891363
ENSG00000007216	0.75521508	0.118396401	1	0.331366168	0.858285586
ENSG00000110906	-0.065769929	0.775716874	1	0.825824124	0.996332353
ENSG00000004142	-0.154872786	0.407885255	1	0.572814546	0.972476093
ENSG00000109083	-0.296595455	0.008684267	1	0.127552738	0.584108622
ENSG00000142156	-0.207888049	0.602689167	1	0.706566514	0.991377018
ENSG00000183570	0.187086039	0.244614329	1	0.450126529	0.932231396
ENSG00000168961	1.859854019	0.005017221	1	0.105895491	0.536545602
ENSG00000170298	1.859854019	0.005017221	1	0.105895491	0.536545602
ENSG00000171916	1.859854019	0.005017221	1	0.105895491	0.536545602
ENSG00000078061	-0.115750944	0.081872238	1	0.286008106	0.819708964
ENSG00000126759	-1.033357568	0.000216703	0.485018306	0.03825401	0.323943094
ENSG00000102265	0.192917847	0.548037167	1	0.668956824	0.988959025
ENSG00000126756	-0.208913199	0.275175044	1	0.474417893	0.944421144
ENSG00000168763	0.088973614	0.612994237	1	0.713820962	0.991906727
ENSG00000114988	-0.096294173	0.503964287	1	0.639218482	0.984797282
ENSG00000160294	0.299479999	3.01e-06	0.003785059	0.010370654	0.156327464
ENSG00000160299	0.339803424	0.001410259	1	0.069357192	0.44242199
ENSG00000059728	0.980416505	1.97e-08	1.45e-05	0.002402469	0.062051082
ENSG00000087338	-0.021672155	0.875608259	1	0.900003681	0.998687018
ENSG00000124380	0.278088883	0.023122034	1	0.179015088	0.683374287
ENSG00000122126	-0.035181077	0.746309666	1	0.805585187	0.995548754
ENSG00000198668	0.040864861	0.892541889	1	0.912059903	0.99957234
ENSG00000160216	-0.061397332	0.735505	1	0.797852005	0.995548754
ENSG00000167680	0.557463214	0.110940351	1	0.322694496	0.852003651
ENSG00000276043	-1.22576703	0.00022225	0.499225104	0.038557122	0.325339161
ENSG00000142002	-0.195579227	0.116956597	1	0.32969731	0.857457994
ENSG00000131477	-2.367107202	3.35e-06	0.004264077	0.010704001	0.159311339
ENSG00000105699	0.317339793	0.017332123	1	0.161975095	0.650819059
ENSG00000089351	0.460305601	0.014198913	1	0.151030335	0.631506798
ENSG00000105707	0.212394403	0.28430471	1	0.48144721	0.946804015
ENSG00000166165	-1.491636479	2.25e-06	0.002731947	0.009511498	0.148776966
ENSG00000185591	0.154417359	0.362980017	1	0.540727341	0.964907041
ENSG00000139626	-1.558436	0.013893418	1	0.149928011	0.629275733
ENSG00000139637	-0.151605989	0.328303955	1	0.514868305	0.958857274
ENSG00000172819	0.407417732	0.000307743	0.729937734	0.042784514	0.341734629
ENSG00000123349	0.288041763	0.012828524	1	0.145840756	0.621481161
ENSG00000125266	-0.04604614	0.902742443	1	0.919212111	0.99957234
ENSG00000067533	-0.292043203	0.170317004	1	0.384954425	0.896794318
ENSG00000108830	-0.681726725	0.001623534	1	0.072630137	0.452821219
ENSG00000167720	0.023457774	0.909865724	1	0.924933024	0.99957234
ENSG00000162520	0.015475028	0.94581311	1	0.952451421	0.99957234
ENSG00000160097	-0.998917524	0.002966038	1	0.088624734	0.497112152
ENSG00000102575	0.620967258	7.65e-05	0.147058856	0.027648462	0.272583429
ENSG00000130176	-0.664257938	0.402534678	1	0.569194657	0.970857586
ENSG00000112146	-0.258966151	0.012934049	1	0.146248633	0.622055988
ENSG00000004766	-0.006820542	0.974947679	1	0.978106817	0.99957234
ENSG00000170445	-0.22752655	0.300643722	1	0.494308901	0.951728461
ENSG00000146007	-0.053238901	0.670924095	1	0.752133288	0.995548754
ENSG00000175063	-1.087973832	0.000110999	0.225290865	0.03104043	0.289689593
ENSG00000198952	0.015341651	0.922203338	1	0.933434108	0.99957234
ENSG00000163468	-0.29116149	0.233464359	1	0.440891962	0.928061696
ENSG00000198715	-0.060217157	0.622965219	1	0.720315788	0.993183697
ENSG00000116604	-0.01568905	0.873033638	1	0.898110219	0.998476232
ENSG00000163472	-0.026583175	0.93335998	1	0.942214508	0.99957234
ENSG00000197157	-0.192641412	0.093369198	1	0.300966131	0.835531129
ENSG00000182871	-0.705760997	9.73e-05	0.193733329	0.029794088	0.283476136
ENSG00000173638	-0.27798316	0.361805782	1	0.539816356	0.964907041
ENSG00000108424	0.192490843	0.219378956	1	0.429242965	0.921042809
ENSG00000141279	0.692625191	3.1e-10	1.53e-07	0.000739737	0.028330705
ENSG00000159111	0.143180279	0.29180536	1	0.487693474	0.948297842
ENSG00000001630	-0.593813924	0.026970757	1	0.188983832	0.700838482
ENSG00000141002	0.256216929	0.004808591	1	0.104428567	0.532514183
ENSG00000176014	-0.182541136	0.480605569	1	0.623396112	0.98133687
ENSG00000140995	0.34539455	0.089210935	1	0.295840872	0.82926824
ENSG00000005102	0.018643646	0.97303263	1	0.976264725	0.99957234
ENSG00000136352	-0.429076295	NA	NA	0.899585456	0.998687018
ENSG00000198807	0.530409049	0.568517673	1	0.682795979	0.990793187
ENSG00000170561	0.446149583	0.044721701	1	0.226985331	0.756939432
ENSG00000108821	-0.684617882	0.152956985	1	0.368283028	0.884720653
ENSG00000005884	0.946544697	1.47e-14	3.72e-12	4.88e-05	0.003652271
ENSG00000108823	-1.060455324	0.55657474	NA	0.674720378	0.989957052
ENSG00000064195	-0.338358153	0.48138035	1	0.623855227	0.981461688
ENSG00000111206	-1.132035477	1.6e-06	0.001876023	0.008610307	0.138992151
ENSG00000111203	-0.404382523	0.006548951	1	0.115977044	0.557937534
ENSG00000053702	-1.007144033	0.119317398	1	0.332464651	0.858768774
ENSG00000078246	-0.46172771	0.000558281	1	0.051750526	0.375736848
ENSG00000213780	-0.000387299	0.998476778	1	0.998918443	0.999815392
ENSG00000196230	-0.029619663	0.880841559	1	0.903915918	0.998687018
ENSG00000118985	0.361669054	0.023173916	1	0.179164812	0.683480068
ENSG00000173801	0.534785855	3.28e-11	1.38e-08	0.000398467	0.017858898
ENSG00000141756	-0.703145674	0.005389121	1	0.108510762	0.54214424
ENSG00000161594	0.374134592	0.431782999	1	0.589444002	0.976511034
ENSG00000146909	0.096619714	0.599938106	1	0.704697712	0.991277281
ENSG00000113719	0.14344636	0.270199659	1	0.470662042	0.942163699
ENSG00000174292	0.405279423	6.5e-05	0.121651835	0.026264717	0.265898873
ENSG00000072818	2.418251747	2.63e-12	9.26e-10	0.000199227	0.010709197
ENSG00000204219	-2.033624623	4.06e-10	2.06e-07	0.000797991	0.029859796
ENSG00000171209	0.38635778	0.178798707	1	0.393076033	0.901222594
ENSG00000006652	0.300800029	0.193013249	1	0.405782203	0.910679647
ENSG00000211455	0.032526646	0.79722457	1	0.841652672	0.996332353
ENSG00000156983	0.378504558	2.15e-06	0.002602696	0.009390108	0.147313399
ENSG00000085662	-0.589218043	0.001477083	1	0.070436914	0.445840826
ENSG00000123364	-1.636466386	0.279740173	NA	0.477837791	0.946530001
ENSG00000123388	-1.012917308	0.208946393	1	0.420096271	0.917002045
ENSG00000037965	-0.869168802	0.003033466	1	0.089302485	0.498767166
ENSG00000197757	-0.561630638	0.113693955	1	0.325889412	0.854738312
ENSG00000099974	-0.095361053	0.540169984	1	0.663515351	0.988717092
ENSG00000099977	-0.095361053	0.540169984	1	0.663515351	0.988717092
ENSG00000198650	-0.867529292	0.389688709	1	0.560110563	0.968131709
ENSG00000140832	0.29408233	0.149341169	1	0.364418036	0.883154473
ENSG00000088205	0.049460992	0.852584846	1	0.882711549	0.997449048
ENSG00000122042	-0.0782515	0.564767146	1	0.68014729	0.990503719
ENSG00000155324	0.348459294	0.230881344	1	0.438741026	0.927151437
ENSG00000124802	0.02889448	0.917877535	1	0.93041673	0.99957234
ENSG00000265818	0.02889448	0.917877535	1	0.93041673	0.99957234
ENSG00000142208	-0.334295041	0.063475305	1	0.258904604	0.795147999
ENSG00000106404	-1.390130528	5.03e-05	0.090676184	0.024259444	0.255118196
ENSG00000172349	-2.147597685	7.29e-05	0.139238598	0.027242306	0.270370966
ENSG00000110719	0.965620473	1.62e-05	0.025016999	0.017158564	0.210067228
ENSG00000108784	0.090157539	0.607465106	1	0.70978953	0.991787104
ENSG00000068120	0.156698474	0.287735909	1	0.484504786	0.947228548
ENSG00000128602	-0.613503346	0.000212014	0.472438281	0.037980235	0.322821089
ENSG00000158457	1.182857381	0.000191572	0.420027559	0.036779733	0.317942028
ENSG00000101343	-0.060031911	0.72052855	1	0.786428901	0.995548754
ENSG00000132669	0.265717145	0.21182866	1	0.422730535	0.917805307
ENSG00000086205	-0.091132764	0.917616391	1	0.930246936	0.99957234
ENSG00000110172	-0.144192004	0.346769877	1	0.528565351	0.963079577
ENSG00000100220	0.130559273	0.209920474	1	0.421003593	0.917234349
ENSG00000136045	-0.165706294	0.467317134	1	0.613845924	0.979738815
ENSG00000100225	0.267532486	0.044500166	1	0.226461429	0.756842251
ENSG00000126247	0.230437825	0.022546373	1	0.177421152	0.680630661
ENSG00000130881	-1.411773331	1.4e-07	0.00012835	0.004249335	0.088074586
ENSG00000110195	-0.014924906	0.974696464	1	0.977861445	0.99957234
ENSG00000162129	0.033791126	0.82052932	1	0.858125889	0.996332353
ENSG00000122545	-0.132632336	0.261929799	1	0.463791797	0.940275173
ENSG00000136247	-0.203940608	0.009982516	1	0.13376505	0.597540647
ENSG00000136238	0.190221792	0.004493439	1	0.10206603	0.527025744
ENSG00000126883	0.186162888	0.170537314	1	0.385199391	0.896794318
ENSG00000126878	-0.28586415	0.5009289	1	0.637192191	0.98415496
ENSG00000163751	-2.655537457	0.008700753	1	0.127661023	0.584271125
ENSG00000049323	-0.002133217	0.995030981	1	0.995553984	0.99957234
ENSG00000169764	0.186868083	0.395974432	1	0.564816061	0.968992821
ENSG00000104907	0.00760964	0.960701678	1	0.965049774	0.99957234
ENSG00000160877	0.057859566	0.796774387	1	0.841298749	0.996332353
ENSG00000008441	-0.336576299	0.004380315	1	0.101095959	0.526172269
ENSG00000105281	-0.807447417	0.006936153	1	0.118155885	0.564244302
ENSG00000130985	-0.079144399	0.561392593	1	0.677961641	0.99019652
ENSG00000110799	-2.951901254	2.26e-08	1.68e-05	0.002497137	0.063803846
ENSG00000110013	0.757190704	1.12e-13	3.27e-11	8.49e-05	0.005496511
ENSG00000149564	-2.578187407	7.47e-06	0.010405587	0.013572222	0.184513245
ENSG00000064199	1.025980664	0.003519503	1	0.093756463	0.511506473
ENSG00000071859	0.263594611	0.055770423	1	0.246570347	0.780588689
ENSG00000102119	0.037184887	0.840688421	1	0.873847158	0.997001333
ENSG00000136463	0.132287266	0.58732106	1	0.695976905	0.990957385
ENSG00000163873	-2.120098089	3.21e-08	2.5e-05	0.002769679	0.067501759
ENSG00000125675	-1.04850547	2.21e-06	0.002678864	0.009462162	0.148114655
ENSG00000116991	-0.86747768	2.47e-10	1.2e-07	0.00069385	0.027162757
ENSG00000081014	0.33481173	0.016551946	1	0.159349191	0.646772042
ENSG00000106605	-0.247725127	0.159750212	1	0.374928344	0.889422695
ENSG00000067840	0.349568381	0.283838255	1	0.481141525	0.946804015
ENSG00000184343	-0.338873973	0.858223365	NA	0.886688841	0.997930712
ENSG00000067829	-0.271893152	0.008356219	1	0.125780995	0.582069217
ENSG00000130822	-0.78150854	0.161687735	1	0.376751021	0.891233091
ENSG00000180879	-0.281875045	0.011734484	1	0.141487983	0.612068692
ENSG00000185825	-0.046575901	0.655035252	1	0.741296996	0.995548754
ENSG00000119812	-0.17949523	0.34985711	1	0.530944214	0.963201378
ENSG00000119681	0.149415691	0.620173794	1	0.718606446	0.992654495
ENSG00000118058	0.117355259	0.527914476	1	0.655197319	0.98793022
ENSG00000118096	-0.313901596	0.077617525	1	0.280065223	0.814878605
ENSG00000149582	-1.039335721	4e-05	0.070068175	0.022629437	0.245024976
ENSG00000007255	0.847821233	2.87e-18	3.99e-16	4.82e-06	0.00065907
ENSG00000109111	0.239318407	3.15e-06	0.003973725	0.010505432	0.157797545
ENSG00000258472	-1.308015552	3.39e-09	2.12e-06	0.001457998	0.044302632
ENSG00000076382	-1.308015552	3.39e-09	2.12e-06	0.001457998	0.044302632
ENSG00000109101	1.315493835	0.376937113	1	0.550795297	0.967407242
ENSG00000109103	0.088720438	0.627014879	1	0.722806308	0.99396523
ENSG00000109113	0.099242348	0.509971995	1	0.643165878	0.986064283
ENSG00000132581	-0.02892329	0.798128654	1	0.842297997	0.996332353
ENSG00000105173	-0.965787362	0.034792482	1	0.207044583	0.729270782
ENSG00000160207	0.690009224	0.047018802	1	0.231165677	0.76291935
ENSG00000165916	-0.115159885	0.500129361	1	0.636628763	0.984060564
ENSG00000134575	-0.284387608	0.012137051	1	0.143173651	0.615065871
ENSG00000165917	-1.099196051	4.27e-05	0.075380261	0.023079714	0.247872853
ENSG00000165915	0.062400487	0.779850227	1	0.828835306	0.996332353
ENSG00000048740	-0.301082538	0.075597799	1	0.27698315	0.81324493
ENSG00000025434	-0.932624942	9.19e-05	0.181779634	0.029283631	0.280505659
ENSG00000134574	0.417542042	0.00363368	1	0.094794218	0.513482605
ENSG00000066336	-2.890325561	0.016145264	1	0.157944104	0.64428492
ENSG00000099995	-0.283477264	0.009548444	1	0.13175854	0.593221538
ENSG00000166888	0.33323002	1.13e-07	0.000101594	0.003996891	0.083895103
ENSG00000131400	0.583325205	0.43851095	1	0.594083395	0.976511034
ENSG00000105053	0.099920581	0.368471796	1	0.544683011	0.965948092
ENSG00000105771	0.017969556	0.90985633	1	0.924905287	0.99957234
ENSG00000157212	-0.047794579	0.825110499	1	0.861847687	0.996332353
ENSG00000153561	-0.061085488	0.434108671	1	0.590938853	0.976511034
ENSG00000155363	1.229615517	3.65e-07	0.000367307	0.005600164	0.105248078
ENSG00000155367	1.570101841	2.19e-24	1.43e-22	1.16e-07	3.36e-05
ENSG00000271810	0.722936957	0.000873806	1	0.05952926	0.40788424
ENSG00000187533	-1.245902867	0.283779728	1	0.480968442	0.946804015
ENSG00000007866	0.047592128	0.818313088	1	0.856576865	0.996332353
ENSG00000112033	0.340368863	6.09e-05	0.11314207	0.025754597	0.262617534
ENSG00000023892	-0.316341415	0.050051949	1	0.236604355	0.769951578
ENSG00000198300	1.883609471	3.8e-10	1.92e-07	0.000783656	0.02942739
ENSG00000103260	-0.073556822	0.821137761	1	0.858773314	0.996332353
ENSG00000103227	0.133939397	0.342175305	1	0.52536622	0.961344664
ENSG00000103245	0.103440922	0.281504884	1	0.479233473	0.946804015
ENSG00000167772	1.652984546	0.000236385	0.537321123	0.039340442	0.327940756
ENSG00000006634	-0.370091965	0.100080898	1	0.309384666	0.842868258
ENSG00000204209	0.845843794	5.71e-08	4.71e-05	0.003269558	0.075022726
ENSG00000167775	-0.057523137	0.829519059	1	0.86575586	0.996332353
ENSG00000196497	-0.178317757	0.226951754	1	0.435495768	0.92518174
ENSG00000100926	0.062532987	0.67833049	1	0.757706345	0.995548754
ENSG00000254692	0.062532987	0.67833049	1	0.757706345	0.995548754
ENSG00000213928	1.40383427	0.000340542	0.821383692	0.044193107	0.347102326
ENSG00000100938	0.077371833	0.649539875	1	0.737547595	0.995548754
ENSG00000213920	0.036857343	0.776505231	1	0.826234139	0.996332353
ENSG00000255526	0.036857343	0.776505231	1	0.826234139	0.996332353
ENSG00000157379	0.03035731	0.795957868	1	0.840693972	0.996332353
ENSG00000064545	0.053820876	0.698120289	1	0.7709596	0.995548754
ENSG00000105676	-0.459546641	0.014416074	1	0.151900706	0.6325413
ENSG00000213999	0.174936985	0.076852252	1	0.278899296	0.814288309
ENSG00000064489	0.174936985	0.076852252	1	0.278899296	0.814288309
ENSG00000181035	0.274228889	0.334225233	1	0.519236158	0.959846287
ENSG00000130340	-0.472018586	0.001200798	1	0.0658821	0.430786355
ENSG00000031823	0.03040449	0.78076557	1	0.829486102	0.996332353
ENSG00000174886	0.013373669	0.939280983	1	0.94693167	0.99957234
ENSG00000267740	0.013373669	0.939280983	1	0.94693167	0.99957234
ENSG00000116985	-0.337393822	0.681539761	1	0.76008518	0.995548754
